seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr1	28199010	28199091	82	*	X00773	9473	28199055	28213193	14139	+	0	overlapStart	0	THEMIS2
chr1	28285961	28286069	109	*	X00775	55113	28286504	28294604	8101	+	434	upstream	434	XKR8
chr1	28414851	28414970	120	*	X00776	2140	28296855	28415148	118294	-	0	inside	177	EYA3
chr1	28559181	28559315	135	*	X00778	22826	28526790	28559542	32753	-	0	inside	226	DNAJC8
chr1	28585343	28585462	120	*	X00781	83667	28585963	28609002	23040	+	500	upstream	500	SESN2
chr1	28585939	28586010	72	*	X00782	83667	28585963	28609002	23040	+	0	overlapStart	0	SESN2
chr1	28879515	28879625	111	*	X00785	54952	28879529	28905057	25529	+	0	overlapStart	0	TRNAU1AP
chr1	28907948	28908082	135	*	X00787	677838	28906276	28906405	130	-	1542	upstream	1542	SNORA61
chr1	28907948	28908082	135	*	X00787	677825	28906893	28907024	132	-	923	upstream	923	SNORA44
chr1	28907948	28908082	135	*	X00787	692073	28907432	28907565	134	-	382	upstream	382	SNORA16A
chr1	28918645	28918779	135	*	X00788	115273	28918712	28921088	2377	+	0	overlapStart	0	RAB42
chr1	28918960	28919094	135	*	X00789	115273	28918712	28921088	2377	+	0	inside	247	RAB42
chr1	28995517	28995741	225	*	X00790	10691	28995240	29042115	46876	+	0	inside	276	GMEB1
chr1	29062988	29063107	120	*	X00791	51441	29063133	29096287	33155	+	25	upstream	25	YTHDF2
chr1	29213297	29213446	150	*	X00796	2035	29213603	29446558	232956	+	156	upstream	156	EPB41
chr1	29450261	29450656	396	*	X00800	399474	29445937	29450421	4485	-	0	overlapStart	0	TMEM200B
chr1	29451191	29451325	135	*	X00801	399474	29445937	29450421	4485	-	769	upstream	769	TMEM200B
chr1	29451632	29451901	270	*	X00802	399474	29445937	29450421	4485	-	1210	upstream	1210	TMEM200B
chr1	31190743	31191263	521	*	X00806	100129196	31191619	31199593	7975	+	355	upstream	355	MATN1-AS1
chr1	31381095	31381318	224	*	X00809	9672	31342313	31381480	39168	-	0	inside	161	SDC3
chr1	31381722	31381777	56	*	X00810	9672	31342313	31381480	39168	-	241	upstream	241	SDC3
chr1	31712817	31712921	105	*	X00818	79570	31652592	31712734	60143	-	82	upstream	82	NKAIN1
chr1	31769982	31770116	135	*	X00819	51538	31769842	31837780	67939	+	0	inside	139	ZCCHC17
chr1	31769982	31770116	135	*	X00819	9410	31732415	31769644	37230	-	337	upstream	337	SNRNP40
chr1	31846528	31846722	195	*	X00820	2170	31838100	31845923	7824	-	604	upstream	604	FABP3
chr1	32040883	32040987	105	*	X00823	64129	32042086	32053287	11202	+	1098	upstream	1098	TINAGL1
chr1	32042277	32042396	120	*	X00824	64129	32042086	32053287	11202	+	0	inside	190	TINAGL1
chr1	32169954	32170088	135	*	X00825	1307	32117848	32169768	51921	-	185	upstream	185	COL16A1
chr1	32226159	32226293	135	*	X00828	100423028	32224261	32224336	76	-	1822	upstream	1822	MIR4254
chr1	32228679	32229593	915	*	X00830	576	32192718	32229648	36931	-	0	inside	54	ADGRB2
chr1	32229624	32229651	28	*	X00831	576	32192718	32229648	36931	-	0	overlapStart	0	ADGRB2
chr1	32229692	32229758	67	*	X00832	576	32192718	32229648	36931	-	43	upstream	43	ADGRB2
chr1	32230024	32230173	150	*	X00833	576	32192718	32229648	36931	-	375	upstream	375	ADGRB2
chr1	32404415	32404494	80	*	X00838	8073	32372022	32403988	31967	-	426	upstream	426	PTP4A2
chr1	32405282	32405371	90	*	X00839	8073	32372022	32403988	31967	-	1293	upstream	1293	PTP4A2
chr1	32478845	32479159	315	*	X00841	10657	32479295	32526460	47166	+	135	upstream	135	KHDRBS1
chr1	32538790	32539209	420	*	X00842	55116	32538503	32568467	29965	+	0	inside	286	TMEM39B
chr1	32645545	32645649	105	*	X00843	200081	32645345	32663886	18542	+	0	inside	199	TXLNA
chr1	32665931	32666008	78	*	X00844	79140	32666202	32670991	4790	+	193	upstream	193	CCDC28B
chr1	32666474	32666668	195	*	X00845	79140	32666202	32670991	4790	+	0	inside	271	CCDC28B
chr1	32687579	32687698	120	*	X00847	56063	32680078	32687926	7849	-	0	inside	227	TMEM234
chr1	32687857	32687961	105	*	X00848	56063	32680078	32687926	7849	-	0	overlapStart	0	TMEM234
chr1	32688247	32688351	105	*	X00849	56063	32680078	32687926	7849	-	320	upstream	320	TMEM234
chr1	32706884	32707018	135	*	X00850	339483	32697261	32707311	10051	-	0	inside	292	MTMR9LP
chr1	32715599	32715733	135	*	X00851	3932	32716840	32751766	34927	+	1106	upstream	1106	LCK
chr1	32757650	32757739	90	*	X00852	3065	32757708	32799224	41517	+	0	overlapStart	0	HDAC1
chr1	32757980	32758228	249	*	X00853	3065	32757708	32799224	41517	+	0	inside	271	HDAC1
chr1	32801690	32801839	150	*	X00857	65108	32799430	32801840	2411	-	0	inside	0	MARCKSL1
chr1	32801909	32802013	105	*	X00858	65108	32799430	32801840	2411	-	68	upstream	68	MARCKSL1
chr1	32802035	32802139	105	*	X00859	65108	32799430	32801840	2411	-	194	upstream	194	MARCKSL1
chr1	32859704	32859958	255	*	X00862	55108	32830705	32860062	29358	-	0	inside	103	BSDC1
chr1	32860004	32860128	125	*	X00863	55108	32830705	32860062	29358	-	0	overlapStart	0	BSDC1
chr1	33116803	33116892	90	*	X00867	5928	33116749	33151812	35064	+	0	inside	53	RBBP4
chr1	33116803	33116892	90	*	X00867	339487	33065773	33116185	50413	-	617	upstream	617	ZBTB8OS
chr1	33168449	33168568	120	*	X00868	81493	33145507	33168361	22855	-	87	upstream	87	SYNC
chr1	33168644	33168748	105	*	X00869	81493	33145507	33168361	22855	-	282	upstream	282	SYNC
chr1	33168824	33168973	150	*	X00870	81493	33145507	33168361	22855	-	462	upstream	462	SYNC
chr1	33207274	33207408	135	*	X00873	57648	33207512	33240571	33060	+	103	upstream	103	KIAA1522
chr1	33283189	33283428	240	*	X00875	64766	33283043	33324480	41438	+	0	inside	145	S100PBP
chr1	33283189	33283428	240	*	X00875	8565	33240840	33283633	42794	-	0	inside	204	YARS1
chr1	33283759	33283893	135	*	X00876	8565	33240840	33283633	42794	-	125	upstream	125	YARS1
chr1	33366779	33366948	170	*	X00882	113452	33360196	33366953	6758	-	0	inside	4	TMEM54
chr1	33367076	33367153	78	*	X00883	113452	33360196	33366953	6758	-	122	upstream	122	TMEM54
chr1	33546697	33546846	150	*	X00884	113451	33546714	33586131	39418	+	0	overlapStart	0	AZIN2
chr1	33647302	33647571	270	*	X00887	55223	33611003	33647671	36669	-	0	inside	99	TRIM62
chr1	33721179	33721274	96	*	X00888	149076	33722174	33766320	44147	+	899	upstream	899	ZNF362
chr1	33721755	33721814	60	*	X00889	149076	33722174	33766320	44147	+	359	upstream	359	ZNF362
chr1	33938367	33938606	240	*	X00900	7579	33938232	33961995	23764	+	0	inside	134	ZSCAN20
chr1	35450860	35450964	105	*	X00904	100506144	35447127	35450948	3822	-	0	overlapStart	0	TMEM35B
chr1	35450860	35450964	105	*	X00904	653160	35441300	35450948	9649	-	0	overlapStart	0	GPR199P
chr1	35497244	35497378	135	*	X00905	9204	35449368	35497569	48202	-	0	inside	190	ZMYM6
chr1	35734854	35735153	300	*	X00908	9202	35734568	35887545	152978	+	0	inside	285	ZMYM4
chr1	36022921	36023085	165	*	X00909	23154	36023393	36032380	8988	+	307	upstream	307	NCDN
chr1	36024099	36024188	90	*	X00910	79932	35899091	36023551	124461	-	547	upstream	547	KIAA0319L
chr1	36024316	36024414	99	*	X00911	79932	35899091	36023551	124461	-	764	upstream	764	KIAA0319L
chr1	36038671	36038805	135	*	X00912	339488	36038971	36060927	21957	+	165	upstream	165	TFAP2E
chr1	36235495	36235614	120	*	X00918	63967	36197713	36235551	37839	-	0	overlapStart	0	CLSPN
chr1	36273342	36273461	120	*	X00919	192670	36273828	36323490	49663	+	366	upstream	366	AGO4
chr1	36396292	36396381	90	*	X00922	192669	36396319	36522063	125745	+	0	overlapStart	0	AGO3
chr1	36549928	36550047	120	*	X00924	27285	36549676	36553876	4201	+	0	inside	251	TEKT2
chr1	36553892	36553905	14	*	X00926	54936	36554453	36559533	5081	+	547	upstream	547	ADPRS
chr1	36554161	36554306	146	*	X00927	54936	36554453	36559533	5081	+	146	upstream	146	ADPRS
chr1	36620717	36620857	141	*	X00936	55700	36621803	36646441	24639	+	945	upstream	945	MAP7D1
chr1	36621038	36621157	120	*	X00937	55700	36621803	36646441	24639	+	645	upstream	645	MAP7D1
chr1	36621638	36621727	90	*	X00938	55700	36621803	36646441	24639	+	75	upstream	75	MAP7D1
chr1	36621638	36621727	90	*	X00938	27095	36602170	36621654	19485	-	0	overlapStart	0	TRAPPC3
chr1	36622157	36622411	255	*	X00939	27095	36602170	36621654	19485	-	502	upstream	502	TRAPPC3
chr1	36690179	36690313	135	*	X00943	9967	36690017	36770957	80941	+	0	inside	161	THRAP3
chr1	36789854	36789973	120	*	X00948	55194	36787632	36789755	2124	-	98	upstream	98	EVA1B
chr1	36851197	36851316	120	*	X00950	83931	36805225	36851485	46261	-	0	inside	168	STK40
chr1	36851467	36851551	85	*	X00951	83931	36805225	36851485	46261	-	0	overlapStart	0	STK40
chr1	36851794	36851826	33	*	X00952	83931	36805225	36851485	46261	-	308	upstream	308	STK40
chr1	36930183	36930302	120	*	X00956	64960	36921362	36930040	8679	-	142	upstream	142	MRPS15
chr1	37940294	37940428	135	*	X00962	80149	37940119	37949978	9860	+	0	inside	174	ZC3H12A
chr1	37940294	37940428	135	*	X00962	728431	37920480	37940044	19565	-	249	upstream	249	LINC01137
chr1	38100523	38100616	94	*	X00966	284654	38076951	38100595	23645	-	0	overlapStart	0	RSPO1
chr1	38157528	38157617	90	*	X00967	55143	38158073	38175391	17319	+	455	upstream	455	CDCA8
chr1	38157528	38157617	90	*	X00967	54955	38147242	38157888	10647	-	0	inside	270	C1orf109
chr1	38157949	38157981	33	*	X00968	55143	38158073	38175391	17319	+	91	upstream	91	CDCA8
chr1	38157949	38157981	33	*	X00968	54955	38147242	38157888	10647	-	60	upstream	60	C1orf109
chr1	38158458	38158547	90	*	X00969	54955	38147242	38157888	10647	-	569	upstream	569	C1orf109
chr1	38158864	38158879	16	*	X00970	54955	38147242	38157888	10647	-	975	upstream	975	C1orf109
chr1	38259303	38259481	179	*	X00973	149175	38259774	38267278	7505	+	292	upstream	292	MANEAL
chr1	38274009	38274218	210	*	X00976	79693	38268614	38273865	5252	-	143	upstream	143	YRDC
chr1	38274249	38274308	60	*	X00977	79693	38268614	38273865	5252	-	383	upstream	383	YRDC
chr1	38274414	38274518	105	*	X00978	79693	38268614	38273865	5252	-	548	upstream	548	YRDC
chr1	38325043	38325147	105	*	X00979	4520	38275239	38325292	50054	-	0	inside	144	MTF1
chr1	38412436	38412630	195	*	X00984	3633	38326369	38412729	86361	-	0	inside	98	INPP5B
chr1	38471121	38471450	330	*	X00987	2275	38462442	38471187	8746	-	0	overlapStart	0	FHL3
chr1	38471889	38471993	105	*	X00988	2275	38462442	38471187	8746	-	701	upstream	701	FHL3
chr1	38472069	38472203	135	*	X00989	2275	38462442	38471187	8746	-	881	upstream	881	FHL3
chr1	39407240	39407359	120	*	X00993	54933	39351479	39407456	55978	-	0	inside	96	RHBDL2
chr1	39456329	39456448	120	*	X00994	79647	39456916	39471737	14822	+	467	upstream	467	AKIRIN1
chr1	39456704	39456769	66	*	X00995	79647	39456916	39471737	14822	+	146	upstream	146	AKIRIN1
chr1	39546557	39547156	600	*	X00998	23499	39547089	39952810	405722	+	0	overlapStart	0	MACF1
chr1	39874278	39874427	150	*	X01004	643314	39875176	39882154	6979	+	748	upstream	748	KIAA0754
chr1	40042201	40042275	75	*	X01006	8761	40026485	40042521	16037	-	0	inside	245	PABPC4
chr1	40204509	40204611	103	*	X01007	10450	40204517	40229586	25070	+	0	overlapStart	0	PPIE
chr1	40204627	40204746	120	*	X01008	10450	40204517	40229586	25070	+	0	inside	109	PPIE
chr1	40254306	40254371	66	*	X01009	656	40223903	40254533	30631	-	0	inside	161	BMP8B
chr1	40254672	40254776	105	*	X01010	656	40223903	40254533	30631	-	138	upstream	138	BMP8B
chr1	40367737	40367781	45	*	X01012	4610	40361096	40367687	6592	-	49	upstream	49	MYCL
chr1	40421071	40421190	120	*	X01013	84879	40420784	40435628	14845	+	0	inside	286	MFSD2A
chr1	40506124	40506205	82	*	X01015	10487	40506255	40538321	32067	+	49	upstream	49	CAP1
chr1	40723815	40723900	86	*	X01016	10269	40723722	40759856	36135	+	0	inside	92	ZMPSTE24
chr1	40782932	40783111	180	*	X01020	1298	40766163	40783060	16898	-	0	overlapStart	0	COL9A2
chr1	40783172	40783246	75	*	X01021	1298	40766163	40783060	16898	-	111	upstream	111	COL9A2
chr1	40783262	40783366	105	*	X01022	1298	40766163	40783060	16898	-	201	upstream	201	COL9A2
chr1	40783412	40783531	120	*	X01023	1298	40766163	40783060	16898	-	351	upstream	351	COL9A2
chr1	40783742	40783813	72	*	X01024	1298	40766163	40783060	16898	-	681	upstream	681	COL9A2
chr1	40839164	40839213	50	*	X01025	64744	40839378	40888998	49621	+	164	upstream	164	SMAP2
chr1	40839278	40839283	6	*	X01026	64744	40839378	40888998	49621	+	94	upstream	94	SMAP2
chr1	40942988	40943137	150	*	X01033	339559	40943302	40962015	18714	+	164	upstream	164	ZFP69
chr1	41131379	41131605	227	*	X01036	9783	41086352	41131324	44973	-	54	upstream	54	RIMS3
chr1	41158014	41158103	90	*	X01037	100130557	41154752	41157933	3182	-	80	upstream	80	NFYC-AS1
chr1	41248203	41248305	103	*	X01039	9132	41249684	41306124	56441	+	1378	upstream	1378	KCNQ4
chr1	41328297	41328386	90	*	X01044	163732	41326728	41328018	1291	-	278	upstream	278	CITED4
chr1	41445260	41445349	90	*	X01046	1503	41445007	41478235	33229	+	0	inside	252	CTPS1
chr1	41707804	41707850	47	*	X01048	22955	41492871	41707815	214945	-	0	overlapStart	0	SCMH1
chr1	41707988	41708103	116	*	X01049	22955	41492871	41707815	214945	-	172	upstream	172	SCMH1
chr1	42501306	42501410	105	*	X01052	59269	41972036	42501596	529561	-	0	inside	185	HIVEP3
chr1	42501516	42501562	47	*	X01053	59269	41972036	42501596	529561	-	0	inside	33	HIVEP3
chr1	42801171	42801290	120	*	X01058	22887	42642210	42801548	159339	-	0	inside	257	FOXJ3
chr1	42845968	42846357	390	*	X01059	284716	42846468	42889900	43433	+	110	upstream	110	RIMKLA
chr1	43123235	43123253	19	*	X01060	10465	43124048	43142429	18382	+	794	upstream	794	PPIH
chr1	43148214	43148303	90	*	X01061	4904	43148066	43168020	19955	+	0	inside	147	YBX1
chr1	43206373	43206477	105	*	X01064	149461	43198764	43205925	7162	-	447	upstream	447	CLDN19
chr1	43206538	43206735	198	*	X01065	149461	43198764	43205925	7162	-	612	upstream	612	CLDN19
chr1	43206766	43206958	193	*	X01066	149461	43198764	43205925	7162	-	840	upstream	840	CLDN19
chr1	43231350	43231454	105	*	X01067	79078	43232916	43241413	8498	+	1461	upstream	1461	C1orf50
chr1	43231605	43231724	120	*	X01068	79078	43232916	43241413	8498	+	1191	upstream	1191	C1orf50
chr1	43232010	43232114	105	*	X01069	79078	43232916	43241413	8498	+	801	upstream	801	C1orf50
chr1	43232610	43232714	105	*	X01070	79078	43232916	43241413	8498	+	201	upstream	201	C1orf50
chr1	43232610	43232714	105	*	X01070	64175	43212006	43232755	20750	-	0	inside	40	P3H1
chr1	43282650	43282784	135	*	X01071	114625	43282776	43310660	27885	+	0	overlapStart	0	ERMAP
chr1	43282650	43282784	135	*	X01071	374969	43272723	43283059	10337	-	0	inside	274	SVBP
chr1	43283101	43283235	135	*	X01072	374969	43272723	43283059	10337	-	41	upstream	41	SVBP
chr1	43312436	43312720	285	*	X01073	51058	43312244	43318146	5903	+	0	inside	191	ZNF691
chr1	43638190	43638320	131	*	X01082	149465	43638001	43720029	82029	+	0	inside	188	CFAP57
chr1	43750953	43751072	120	*	X01086	149466	43747557	43751288	3732	-	0	inside	215	C1orf210
chr1	43751332	43751466	135	*	X01087	149466	43747557	43751288	3732	-	43	upstream	43	C1orf210
chr1	43751617	43751826	210	*	X01088	149466	43747557	43751288	3732	-	328	upstream	328	C1orf210
chr1	43823780	43823839	60	*	X01091	991	43824626	43828873	4248	+	786	upstream	786	CDC20
chr1	43824315	43824434	120	*	X01092	991	43824626	43828873	4248	+	191	upstream	191	CDC20
chr1	43824710	43824799	90	*	X01093	991	43824626	43828873	4248	+	0	inside	83	CDC20
chr1	43833275	43833619	345	*	X01097	64834	43829068	43833745	4678	-	0	inside	125	ELOVL1
chr1	43833680	43833874	195	*	X01098	64834	43829068	43833745	4678	-	0	overlapStart	0	ELOVL1
chr1	43855155	43855289	135	*	X01099	23334	43855556	43919918	64363	+	266	upstream	266	SZT2
chr1	43855155	43855289	135	*	X01099	112950	43849579	43855483	5905	-	0	inside	193	MED8
chr1	43855657	43855746	90	*	X01100	23334	43855556	43919918	64363	+	0	inside	100	SZT2
chr1	43855657	43855746	90	*	X01100	112950	43849579	43855483	5905	-	173	upstream	173	MED8
chr1	43995790	43995879	90	*	X01101	5792	43996547	44089343	92797	+	667	upstream	667	PTPRF
chr1	43996465	43996569	105	*	X01102	5792	43996547	44089343	92797	+	0	overlapStart	0	PTPRF
chr1	43996691	43997380	690	*	X01103	5792	43996547	44089343	92797	+	0	inside	143	PTPRF
chr1	44114717	44114881	165	*	X01105	9682	44115797	44171189	55393	+	915	upstream	915	KDM4A
chr1	44115969	44116088	120	*	X01106	9682	44115797	44171189	55393	+	0	inside	171	KDM4A
chr1	44399029	44399163	135	*	X01108	9048	44398992	44402912	3921	+	0	inside	36	ARTN
chr1	44435611	44435663	53	*	X01113	1802	44435653	44439043	3391	+	0	overlapStart	0	DPH2
chr1	44439997	44440101	105	*	X01115	533	44440602	44443972	3371	+	500	upstream	500	ATP6V0B
chr1	44444316	44444480	165	*	X01118	8704	44444874	44456843	11970	+	393	upstream	393	B4GALT2
chr1	44445126	44445335	210	*	X01119	8704	44444874	44456843	11970	+	0	inside	251	B4GALT2
chr1	44456857	44456976	120	*	X01121	149473	44457280	44462198	4919	+	303	upstream	303	CCDC24
chr1	44457397	44457531	135	*	X01122	149473	44457280	44462198	4919	+	0	inside	116	CCDC24
chr1	44496893	44496997	105	*	X01127	6536	44457172	44497164	39993	-	0	inside	166	SLC6A9
chr1	44497133	44497282	150	*	X01128	6536	44457172	44497164	39993	-	0	overlapStart	0	SLC6A9
chr1	44679237	44679326	90	*	X01129	55929	44679125	44686351	7227	+	0	inside	111	DMAP1
chr1	44870636	44870755	120	*	X01132	55182	44870960	45117396	246437	+	204	upstream	204	RNF220
chr1	44871244	44871363	120	*	X01133	55182	44870960	45117396	246437	+	0	inside	283	RNF220
chr1	45139808	45139987	180	*	X01140	339541	45140394	45191263	50870	+	406	upstream	406	ARMH1
chr1	45139808	45139987	180	*	X01140	79639	45119501	45140099	20599	-	0	inside	111	TMEM53
chr1	45265928	45266091	164	*	X01144	1263	45266036	45271667	5632	+	0	overlapStart	0	PLK3
chr1	45273604	45273666	63	*	X01148	149478	45274154	45279801	5648	+	487	upstream	487	BTBD19
chr1	45273604	45273666	63	*	X01148	343521	45271586	45272957	1372	-	646	upstream	646	TCTEX1D4
chr1	45274109	45274213	105	*	X01149	149478	45274154	45279801	5648	+	0	overlapStart	0	BTBD19
chr1	45274109	45274213	105	*	X01149	343521	45271586	45272957	1372	-	1151	upstream	1151	TCTEX1D4
chr1	45308589	45308693	105	*	X01153	8643	45285516	45308616	23101	-	0	overlapStart	0	PTCH2
chr1	45309024	45309158	135	*	X01154	8643	45285516	45308616	23101	-	407	upstream	407	PTCH2
chr1	45476006	45476170	165	*	X01156	7389	45477805	45481341	3537	+	1634	upstream	1634	UROD
chr1	45478466	45478555	90	*	X01157	79654	45468220	45477027	8808	-	1438	upstream	1438	HECTD3
chr1	45672317	45672436	120	*	X01158	57643	45482076	45672250	190175	-	66	upstream	66	ZSWIM5
chr1	45769328	45769368	41	*	X01159	400752	45769582	45771291	1710	+	213	upstream	213	LINC01144
chr1	45769450	45769687	238	*	X01160	400752	45769582	45771291	1710	+	0	overlapStart	0	LINC01144
chr1	45805444	45805593	150	*	X01161	114034	45805342	45809650	4309	+	0	inside	101	TOE1
chr1	45956806	45956908	103	*	X01162	10420	45809555	45956840	147286	-	0	overlapStart	0	TESK2
chr1	46049602	46049736	135	*	X01165	4678	46049660	46084578	34919	+	0	overlapStart	0	NASP
chr1	46152188	46152307	120	*	X01168	51249	46153847	46160108	6262	+	1539	upstream	1539	TMEM69
chr1	46152188	46152307	120	*	X01168	60313	46092976	46152302	59327	-	0	overlapStart	0	GPBP1L1
chr1	46152338	46152457	120	*	X01169	51249	46153847	46160108	6262	+	1389	upstream	1389	TMEM69
chr1	46152338	46152457	120	*	X01169	60313	46092976	46152302	59327	-	35	upstream	35	GPBP1L1
chr1	46152548	46152652	105	*	X01170	51249	46153847	46160108	6262	+	1194	upstream	1194	TMEM69
chr1	46152548	46152652	105	*	X01170	60313	46092976	46152302	59327	-	245	upstream	245	GPBP1L1
chr1	46153987	46154091	105	*	X01171	51249	46153847	46160108	6262	+	0	inside	139	TMEM69
chr1	46153987	46154091	105	*	X01171	60313	46092976	46152302	59327	-	1684	upstream	1684	GPBP1L1
chr1	46269312	46269386	75	*	X01174	23139	46269285	46501796	232512	+	0	inside	26	MAST2
chr1	46640343	46640507	165	*	X01180	10103	46640749	46651634	10886	+	241	upstream	241	TSPAN1
chr1	46712772	46712786	15	*	X01182	8438	46713367	46744145	30779	+	580	upstream	580	RAD54L
chr1	46712847	46712981	135	*	X01183	8438	46713367	46744145	30779	+	385	upstream	385	RAD54L
chr1	46713003	46713047	45	*	X01184	8438	46713367	46744145	30779	+	319	upstream	319	RAD54L
chr1	46713513	46713782	270	*	X01185	8438	46713367	46744145	30779	+	0	inside	145	RAD54L
chr1	46859675	46859794	120	*	X01188	2166	46859939	46879520	19582	+	144	upstream	144	FAAH
chr1	47083384	47083449	66	*	X01194	148932	47073387	47082563	9177	-	820	upstream	820	MOB3C
chr1	47083384	47083449	66	*	X01194	8569	47023079	47082563	59485	-	820	upstream	820	MKNK1
chr1	47799488	47799562	75	*	X01201	51727	47799469	47844511	45043	+	0	inside	18	CMPK1
chr1	48462901	48463060	160	*	X01206	388630	48226200	48462562	236363	-	338	upstream	338	TRABD2B
chr1	48463314	48463418	105	*	X01207	388630	48226200	48462562	236363	-	751	upstream	751	TRABD2B
chr1	48688616	48688735	120	*	X01208	200010	48688357	48714316	25960	+	0	inside	258	SLC5A9
chr1	48937570	48937839	270	*	X01211	54558	48761044	48937876	176833	-	0	inside	36	SPATA6
chr1	48937855	48938109	255	*	X01212	54558	48761044	48937876	176833	-	0	overlapStart	0	SPATA6
